211;0;6,6,6,6,-1,-1;0,3,2,1,-1,-1
293;0;6,6,6,6,-1,-1;3,0,2,1,-1,-1
88;0;6,6,6,6,-1,-1;3,1,2,0,-1,-1
161;0;6,6,6,6,-1,-1;1,3,2,0,-1,-1
420;0;6,6,6,6,-1,-1;1,2,0,3,-1,-1
218;0;6,6,6,6,-1,-1;2,1,0,3,-1,-1
62;0;6,6,6,6,-1,-1;1,3,0,2,-1,-1
133;0;6,6,6,6,-1,-1;1,0,3,2,-1,-1
99;0;6,6,6,6,-1,-1;2,3,1,0,-1,-1
214;0;6,6,6,6,-1,-1;3,2,1,0,-1,-1
372;0;6,6,6,6,-1,-1;0,2,1,3,-1,-1
364;0;6,6,6,6,-1,-1;0,3,1,2,-1,-1
131;0;6,6,6,6,-1,-1;2,0,3,1,-1,-1
229;0;6,6,6,6,-1,-1;0,3,1,2,-1,-1
155;0;6,6,6,6,-1,-1;3,2,0,1,-1,-1
154;0;6,6,6,6,-1,-1;1,2,3,0,-1,-1
171;0;6,6,6,6,-1,-1;1,3,2,0,-1,-1
39;0;6,6,6,6,-1,-1;1,3,2,0,-1,-1
76;0;6,6,6,6,-1,-1;2,0,1,3,-1,-1
152;0;6,6,6,6,-1,-1;2,3,0,1,-1,-1
62;0;6,6,6,6,-1,-1;1,2,3,0,-1,-1
127;0;6,6,6,6,-1,-1;0,1,2,3,-1,-1
113;0;6,6,6,6,-1,-1;3,0,1,2,-1,-1
42;0;6,6,6,6,-1,-1;0,1,2,3,-1,-1
110;0;6,6,6,6,-1,-1;1,0,2,3,-1,-1
96;0;6,6,6,6,-1,-1;2,1,0,3,-1,-1
107;0;6,6,6,6,-1,-1;1,2,0,3,-1,-1
261;0;6,6,6,6,-1,-1;0,1,2,3,-1,-1
279;0;6,6,6,6,-1,-1;0,2,1,3,-1,-1
64;0;6,6,6,6,-1,-1;1,2,3,0,-1,-1
128;0;6,6,6,6,-1,-1;0,2,1,3,-1,-1
146;0;6,6,6,6,-1,-1;0,1,2,3,-1,-1
219;0;6,6,6,6,-1,-1;0,3,2,1,-1,-1
60;0;6,6,6,6,-1,-1;0,2,3,1,-1,-1
105;0;6,6,6,6,-1,-1;1,0,2,3,-1,-1
91;0;6,6,6,6,-1,-1;3,2,0,1,-1,-1
330;0;6,6,6,6,-1,-1;3,2,0,1,-1,-1
101;0;6,6,6,6,-1,-1;3,0,2,1,-1,-1
179;0;6,6,6,6,-1,-1;0,2,3,1,-1,-1
182;0;6,6,6,6,-1,-1;2,1,0,3,-1,-1
316;0;6,6,6,6,-1,-1;0,3,2,1,-1,-1
154;0;6,6,6,6,-1,-1;1,3,0,2,-1,-1
52;0;6,6,6,6,-1,-1;3,2,1,0,-1,-1
253;0;6,6,6,6,-1,-1;0,2,1,3,-1,-1
96;0;6,6,6,6,-1,-1;2,1,3,0,-1,-1
